ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Category	Part
GO:0048481	plant ovule development	7/385	103/33985	1.7680688171743992e-4	0.003060787985141255	0.0025628607531087066	Glyma.02G287700/Glyma.03G019400/Glyma.05G148800/Glyma.06G324400/Glyma.07G081300/Glyma.08G105500/Glyma.14G027251	7	GO	Flower
GO:0080092	regulation of pollen tube growth	5/385	47/33985	1.8861588589192104e-4	0.0032125544435785258	0.002689937931226039	Glyma.07G198100/Glyma.12G235900/Glyma.13G178300/Glyma.13G201400/Glyma.15G075300	5	GO	Flower
GO:0030036	actin cytoskeleton organization	9/385	180/33985	2.283256978980993e-4	0.0038271736028633787	0.003204571198569815	Glyma.01G218900/Glyma.03G013900/Glyma.07G073600/Glyma.07G125700/Glyma.08G013400/Glyma.08G032400/Glyma.10G182700/Glyma.11G024500/Glyma.14G170600	9	GO	Flower
GO:0035670	plant-type ovary development	7/385	108/33985	2.3710565140467184e-4	0.003912243248177085	0.003275801762827703	Glyma.02G287700/Glyma.03G019400/Glyma.05G148800/Glyma.06G324400/Glyma.07G081300/Glyma.08G105500/Glyma.14G027251	7	GO	Flower
GO:0003779	actin binding	8/385	145/33985	2.6100892545248544e-4	0.004240391158120378	0.0035505667591917054	Glyma.01G218900/Glyma.03G013900/Glyma.07G073600/Glyma.07G125700/Glyma.08G013400/Glyma.08G032400/Glyma.11G024500/Glyma.14G170600	8	GO	Flower
GO:0009823	cytokinin catabolic process	3/385	12/33985	2.9415025740091105e-4	0.0046361592808263	0.003881951550931112	Glyma.03G133300/Glyma.09G063900/Glyma.17G054500	3	GO	Flower
GO:0010076	maintenance of floral meristem identity	3/385	12/33985	2.9415025740091105e-4	0.0046361592808263	0.003881951550931112	Glyma.08G250700/Glyma.16G091300/Glyma.18G273500	3	GO	Flower
GO:0009835	fruit ripening	4/385	29/33985	3.077936090841987e-4	0.0047798536940134384	0.0040022698394849366	Glyma.02G287700/Glyma.08G250700/Glyma.14G027251/Glyma.18G273500	4	GO	Flower
GO:0003002	regionalization	13/385	366/33985	3.1364663241739953e-4	0.004800157156996723	0.004019270346767591	Glyma.01G063500/Glyma.02G121100/Glyma.03G019400/Glyma.04G027200/Glyma.05G148800/Glyma.06G027200/Glyma.06G324400/Glyma.07G081300/Glyma.08G105500/Glyma.09G172851/Glyma.11G093800/Glyma.14G155100/Glyma.19G159200	13	GO	Flower
GO:0010191	mucilage metabolic process	6/385	81/33985	3.2266193483086785e-4	0.0048675857597342345	0.004075729703126751	Glyma.01G111400/Glyma.07G024200/Glyma.07G024300/Glyma.07G024500/Glyma.07G024600/Glyma.07G026600	6	GO	Flower
GO:0016835	carbon-oxygen lyase activity	9/385	189/33985	3.273606113179177e-4	0.004868912754249593	0.004076840822936262	Glyma.01G042700/Glyma.02G020600/Glyma.05G118900/Glyma.08G296900/Glyma.11G003500/Glyma.12G138800/Glyma.13G064700/Glyma.18G255900/Glyma.19G020200	9	GO	Flower
GO:0004097	catechol oxidase activity	3/385	13/33985	3.7918728224932804e-4	0.005561413472990144	0.004656685922360169	Glyma.07G193300/Glyma.07G193500/Glyma.13G183500	3	GO	Flower
GO:0030029	actin filament-based process	9/385	194/33985	3.9619681513441025e-4	0.005668621283238437	0.004746453227591992	Glyma.01G218900/Glyma.03G013900/Glyma.07G073600/Glyma.07G125700/Glyma.08G013400/Glyma.08G032400/Glyma.10G182700/Glyma.11G024500/Glyma.14G170600	9	GO	Flower
GO:0010769	regulation of cell morphogenesis involved in differentiation	5/385	55/33985	3.972329308329965e-4	0.005668621283238437	0.004746453227591992	Glyma.07G198100/Glyma.12G235900/Glyma.13G178300/Glyma.13G201400/Glyma.15G075300	5	GO	Flower
GO:0042447	hormone catabolic process	3/385	14/33985	4.785555257240567e-4	0.006738061802194719	0.0056419177769573	Glyma.03G133300/Glyma.09G063900/Glyma.17G054500	3	GO	Flower
GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups	15/385	492/33985	5.602003947895082e-4	0.0077838370644436935	0.006517566919988738	Glyma.02G185100/Glyma.04G039900/Glyma.05G083000/Glyma.06G291700/Glyma.08G261100/Glyma.10G241700/Glyma.13G238600/Glyma.15G046300/Glyma.15G181500/Glyma.17G061000/Glyma.17G183700/Glyma.19G030700/Glyma.19G124000/Glyma.19G241600/Glyma.20G045800	15	GO	Flower
GO:0080001	mucilage extrusion from seed coat	4/385	34/33985	5.747753835723678e-4	0.007882633831849615	0.006600291485998482	Glyma.04G026400/Glyma.05G148800/Glyma.06G026300/Glyma.08G105500	4	GO	Flower
GO:0019139	cytokinin dehydrogenase activity	3/385	15/33985	5.93181527855821e-4	0.008030765300201885	0.006724325012130765	Glyma.03G133300/Glyma.09G063900/Glyma.17G054500	3	GO	Flower
GO:0010143	cutin biosynthetic process	4/385	35/33985	6.43182709335655e-4	0.008490011763230644	0.007108861524236187	Glyma.03G101200/Glyma.03G101700/Glyma.04G147500/Glyma.07G121500	4	GO	Flower
GO:0016324	apical plasma membrane	4/385	35/33985	6.43182709335655e-4	0.008490011763230644	0.007108861524236187	Glyma.10G182700/Glyma.12G235900/Glyma.13G201400/Glyma.19G245800	4	GO	Flower
IPR002487	Transcription factor, K-box	33/457	84/37487	3.00213087926294e-41	1.24588431489412e-38	9.00639263778882e-39	Glyma.01G064100/Glyma.01G064200/Glyma.01G169600/Glyma.02G121500/Glyma.02G121600/Glyma.02G287700/Glyma.03G019400/Glyma.04G027200/Glyma.04G159300/Glyma.04G245500/Glyma.04G257100/Glyma.05G018900/Glyma.05G148800/Glyma.05G163200/Glyma.06G027200/Glyma.06G117600/Glyma.06G205800/Glyma.06G324400/Glyma.07G081300/Glyma.08G105500/Glyma.08G120600/Glyma.08G250700/Glyma.08G269800/Glyma.08G310100/Glyma.11G073700/Glyma.13G034100/Glyma.14G027251/Glyma.14G155100/Glyma.16G091300/Glyma.17G080900/Glyma.18G004700/Glyma.18G105800/Glyma.18G273500	33	InterPro	Flower
IPR033896	MADS MEF2-like	33/457	94/37487	2.6948585552183943e-39	5.591831502078168e-37	4.042287832827592e-37	Glyma.01G064100/Glyma.01G064200/Glyma.01G169600/Glyma.02G121500/Glyma.02G121600/Glyma.02G287700/Glyma.03G019400/Glyma.04G027200/Glyma.04G159300/Glyma.04G245500/Glyma.04G257100/Glyma.05G018900/Glyma.05G148800/Glyma.05G163200/Glyma.06G027200/Glyma.06G117600/Glyma.06G205800/Glyma.06G324400/Glyma.07G081300/Glyma.08G105500/Glyma.08G120600/Glyma.08G250700/Glyma.08G269800/Glyma.08G310100/Glyma.11G073700/Glyma.13G034100/Glyma.14G027251/Glyma.14G155100/Glyma.16G091300/Glyma.17G080900/Glyma.18G004700/Glyma.18G105800/Glyma.18G273500	33	InterPro	Flower
IPR002100	Transcription factor, MADS-box	33/457	111/37487	1.622681341055294e-36	2.2447091884598235e-34	1.622681341055294e-34	Glyma.01G064100/Glyma.01G064200/Glyma.01G169600/Glyma.02G121500/Glyma.02G121600/Glyma.02G287700/Glyma.03G019400/Glyma.04G027200/Glyma.04G159300/Glyma.04G245500/Glyma.04G257100/Glyma.05G018900/Glyma.05G148800/Glyma.05G163200/Glyma.06G027200/Glyma.06G117600/Glyma.06G205800/Glyma.06G324400/Glyma.07G081300/Glyma.08G105500/Glyma.08G120600/Glyma.08G250700/Glyma.08G269800/Glyma.08G310100/Glyma.11G073700/Glyma.13G034100/Glyma.14G027251/Glyma.14G155100/Glyma.16G091300/Glyma.17G080900/Glyma.18G004700/Glyma.18G105800/Glyma.18G273500	33	InterPro	Flower
IPR036879	Transcription factor, MADS-box superfamily	33/457	112/37487	2.2752014814994282e-36	2.3605215370556567e-34	1.7064011111245712e-34	Glyma.01G064100/Glyma.01G064200/Glyma.01G169600/Glyma.02G121500/Glyma.02G121600/Glyma.02G287700/Glyma.03G019400/Glyma.04G027200/Glyma.04G159300/Glyma.04G245500/Glyma.04G257100/Glyma.05G018900/Glyma.05G148800/Glyma.05G163200/Glyma.06G027200/Glyma.06G117600/Glyma.06G205800/Glyma.06G324400/Glyma.07G081300/Glyma.08G105500/Glyma.08G120600/Glyma.08G250700/Glyma.08G269800/Glyma.08G310100/Glyma.11G073700/Glyma.13G034100/Glyma.14G027251/Glyma.14G155100/Glyma.16G091300/Glyma.17G080900/Glyma.18G004700/Glyma.18G105800/Glyma.18G273500	33	InterPro	Flower
IPR012334	Pectin lyase fold	33/457	179/37487	4.664442300404473e-29	3.871487109335713e-27	2.798665380242684e-27	Glyma.01G042700/Glyma.01G066000/Glyma.01G066100/Glyma.01G111400/Glyma.02G008300/Glyma.02G020600/Glyma.03G223400/Glyma.03G234100/Glyma.04G143200/Glyma.04G157500/Glyma.04G157600/Glyma.04G157700/Glyma.06G207300/Glyma.07G024200/Glyma.07G024300/Glyma.07G024500/Glyma.07G024600/Glyma.07G026600/Glyma.07G245100/Glyma.07G245300/Glyma.08G296900/Glyma.09G050900/Glyma.09G076100/Glyma.10G137000/Glyma.13G064700/Glyma.14G006100/Glyma.15G183700/Glyma.17G028600/Glyma.17G044700/Glyma.18G255900/Glyma.19G020200/Glyma.19G220600/Glyma.19G231500	33	InterPro	Flower
IPR011050	Pectin lyase fold/virulence factor	33/457	180/37487	5.648660354231093e-29	3.9069900783431725e-27	2.8243301771155463e-27	Glyma.01G042700/Glyma.01G066000/Glyma.01G066100/Glyma.01G111400/Glyma.02G008300/Glyma.02G020600/Glyma.03G223400/Glyma.03G234100/Glyma.04G143200/Glyma.04G157500/Glyma.04G157600/Glyma.04G157700/Glyma.06G207300/Glyma.07G024200/Glyma.07G024300/Glyma.07G024500/Glyma.07G024600/Glyma.07G026600/Glyma.07G245100/Glyma.07G245300/Glyma.08G296900/Glyma.09G050900/Glyma.09G076100/Glyma.10G137000/Glyma.13G064700/Glyma.14G006100/Glyma.15G183700/Glyma.17G028600/Glyma.17G044700/Glyma.18G255900/Glyma.19G020200/Glyma.19G220600/Glyma.19G231500	33	InterPro	Flower
IPR006501	Pectinesterase inhibitor domain	26/457	115/37487	1.373849846734192e-25	7.126846079933621e-24	5.15193692525322e-24	Glyma.01G111400/Glyma.02G008300/Glyma.02G011500/Glyma.03G215700/Glyma.03G220400/Glyma.03G223400/Glyma.03G234100/Glyma.07G024200/Glyma.07G024300/Glyma.07G024500/Glyma.07G024600/Glyma.07G026600/Glyma.07G245300/Glyma.09G021800/Glyma.09G021900/Glyma.09G076100/Glyma.10G137000/Glyma.10G223100/Glyma.15G128100/Glyma.15G128200/Glyma.15G183700/Glyma.17G028600/Glyma.17G044700/Glyma.19G212200/Glyma.19G220600/Glyma.19G231500	26	InterPro	Flower
IPR035513	Invertase/pectin methylesterase inhibitor domain superfamily	26/457	115/37487	1.373849846734192e-25	7.126846079933621e-24	5.15193692525322e-24	Glyma.01G111400/Glyma.02G008300/Glyma.02G011500/Glyma.03G215700/Glyma.03G220400/Glyma.03G223400/Glyma.03G234100/Glyma.07G024200/Glyma.07G024300/Glyma.07G024500/Glyma.07G024600/Glyma.07G026600/Glyma.07G245300/Glyma.09G021800/Glyma.09G021900/Glyma.09G076100/Glyma.10G137000/Glyma.10G223100/Glyma.15G128100/Glyma.15G128200/Glyma.15G183700/Glyma.17G028600/Glyma.17G044700/Glyma.19G212200/Glyma.19G220600/Glyma.19G231500	26	InterPro	Flower
IPR000070	Pectinesterase, catalytic	19/457	75/37487	4.5497271744441835e-20	2.0979297526603736e-18	1.516575724814728e-18	Glyma.01G066000/Glyma.01G066100/Glyma.01G111400/Glyma.02G008300/Glyma.03G223400/Glyma.03G234100/Glyma.07G024200/Glyma.07G024300/Glyma.07G024500/Glyma.07G024600/Glyma.07G026600/Glyma.07G245300/Glyma.09G076100/Glyma.10G137000/Glyma.15G183700/Glyma.17G028600/Glyma.17G044700/Glyma.19G220600/Glyma.19G231500	19	InterPro	Flower
IPR035669	GDSL lipase/esterase-like, plant	21/457	135/37487	2.3416247149450657e-17	9.717742567022023e-16	7.024874144835197e-16	Glyma.02G046000/Glyma.03G073752/Glyma.03G252600/Glyma.03G252800/Glyma.04G022800/Glyma.04G199600/Glyma.06G294800/Glyma.10G042500/Glyma.10G168400/Glyma.13G026300/Glyma.13G044500/Glyma.13G129900/Glyma.14G220800/Glyma.14G220900/Glyma.15G089100/Glyma.17G259700/Glyma.17G259800/Glyma.19G050900/Glyma.19G250100/Glyma.19G250400/Glyma.20G221200	21	InterPro	Flower
IPR001087	GDSL lipase/esterase	21/457	148/37487	1.6245157494735586e-16	6.12885487301388e-15	4.4304974985642504e-15	Glyma.02G046000/Glyma.03G073752/Glyma.03G252600/Glyma.03G252800/Glyma.04G022800/Glyma.04G199600/Glyma.06G294800/Glyma.10G042500/Glyma.10G168400/Glyma.13G026300/Glyma.13G044500/Glyma.13G129900/Glyma.14G220800/Glyma.14G220900/Glyma.15G089100/Glyma.17G259700/Glyma.17G259800/Glyma.19G050900/Glyma.19G250100/Glyma.19G250400/Glyma.20G221200	21	InterPro	Flower
IPR036514	SGNH hydrolase superfamily	21/457	172/37487	3.622888740180791e-15	1.2529156893125238e-13	9.057221850451977e-14	Glyma.02G046000/Glyma.03G073752/Glyma.03G252600/Glyma.03G252800/Glyma.04G022800/Glyma.04G199600/Glyma.06G294800/Glyma.10G042500/Glyma.10G168400/Glyma.13G026300/Glyma.13G044500/Glyma.13G129900/Glyma.14G220800/Glyma.14G220900/Glyma.15G089100/Glyma.17G259700/Glyma.17G259800/Glyma.19G050900/Glyma.19G250100/Glyma.19G250400/Glyma.20G221200	21	InterPro	Flower
IPR036312	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	13/457	148/37487	3.8108175857167775e-8	1.2165302292865097e-6	8.794194428577179e-7	Glyma.03G257200/Glyma.04G138700/Glyma.07G103300/Glyma.09G084900/Glyma.09G174300/Glyma.09G275500/Glyma.09G275700/Glyma.12G204200/Glyma.15G119200/Glyma.15G119500/Glyma.18G214500/Glyma.18G214600/Glyma.20G208300	13	InterPro	Flower
IPR006626	Parallel beta-helix repeat	8/457	60/37487	6.742059508631218e-7	1.9985390686299683e-5	1.4447270375638322e-5	Glyma.04G143200/Glyma.04G157500/Glyma.04G157600/Glyma.04G157700/Glyma.06G207300/Glyma.07G245100/Glyma.09G050900/Glyma.14G006100	8	InterPro	Flower
IPR044676	MYB-like transcription factor EOBI/EOBII-like, plant	6/457	27/37487	7.568602709390348e-7	2.0939800829313298e-5	1.5137205418780696e-5	Glyma.05G006100/Glyma.10G273000/Glyma.16G073000/Glyma.19G006500/Glyma.19G061300/Glyma.19G061600	6	InterPro	Flower
IPR002022	Pectate lyase	6/457	28/37487	9.533830408544652e-7	2.1980775664144615e-5	1.5889717347574418e-5	Glyma.01G042700/Glyma.02G020600/Glyma.08G296900/Glyma.13G064700/Glyma.18G255900/Glyma.19G020200	6	InterPro	Flower
IPR018082	AmbAllergen	6/457	28/37487	9.533830408544652e-7	2.1980775664144615e-5	1.5889717347574418e-5	Glyma.01G042700/Glyma.02G020600/Glyma.08G296900/Glyma.13G064700/Glyma.18G255900/Glyma.19G020200	6	InterPro	Flower
IPR045032	Pectin lyase family	6/457	28/37487	9.533830408544652e-7	2.1980775664144615e-5	1.5889717347574418e-5	Glyma.01G042700/Glyma.02G020600/Glyma.08G296900/Glyma.13G064700/Glyma.18G255900/Glyma.19G020200	6	InterPro	Flower
IPR012392	Very-long-chain 3-ketoacyl-CoA synthase	6/457	31/37487	1.806441492978629e-6	3.748366097930655e-5	2.7096622394679434e-5	Glyma.05G083000/Glyma.08G261100/Glyma.10G241700/Glyma.13G238600/Glyma.15G046300/Glyma.17G183700	6	InterPro	Flower
IPR013601	FAE1/Type III polyketide synthase-like protein	6/457	31/37487	1.806441492978629e-6	3.748366097930655e-5	2.7096622394679434e-5	Glyma.05G083000/Glyma.08G261100/Glyma.10G241700/Glyma.13G238600/Glyma.15G046300/Glyma.17G183700	6	InterPro	Flower
IPR013747	3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III, C-terminal	6/457	32/37487	2.2004960159693517e-6	4.348599269653719e-5	3.143565737099074e-5	Glyma.05G083000/Glyma.08G261100/Glyma.10G241700/Glyma.13G238600/Glyma.15G046300/Glyma.17G183700	6	InterPro	Flower
IPR016140	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain	10/457	125/37487	3.345496032335916e-6	6.310822060997296e-5	4.562040044094431e-5	Glyma.03G257200/Glyma.04G138700/Glyma.07G103300/Glyma.09G084900/Glyma.09G174300/Glyma.09G275500/Glyma.09G275700/Glyma.18G214500/Glyma.18G214600/Glyma.20G208300	10	InterPro	Flower
IPR008801	Rapid ALkalinization Factor	5/457	24/37487	9.24806512468359e-6	1.6686726203233435e-4	1.206269364089164e-4	Glyma.07G198100/Glyma.12G206100/Glyma.13G178300/Glyma.15G075300/Glyma.16G090600	5	InterPro	Flower
IPR001005	SANT/Myb domain	18/457	443/37487	1.0591614681237834e-5	1.8314667052973755e-4	1.3239518351547294e-4	Glyma.03G125000/Glyma.04G012600/Glyma.05G006100/Glyma.06G309200/Glyma.07G141100/Glyma.09G261600/Glyma.10G273000/Glyma.13G038500/Glyma.14G069100/Glyma.16G073000/Glyma.18G191200/Glyma.18G230600/Glyma.19G006500/Glyma.19G025000/Glyma.19G061300/Glyma.19G061600/Glyma.19G127950/Glyma.19G214900	18	InterPro	Flower
IPR000528	Plant non-specific lipid-transfer protein/Par allergen	6/457	45/37487	1.7299782726049707e-5	2.871763932524252e-4	2.0759739271259648e-4	Glyma.03G257200/Glyma.09G275500/Glyma.09G275700/Glyma.12G204200/Glyma.18G214500/Glyma.18G214600	6	InterPro	Flower
IPR000743	Glycoside hydrolase, family 28	7/457	68/37487	1.9518856367069127e-5	3.115509766282188e-4	2.2521757346618225e-4	Glyma.04G143200/Glyma.04G157500/Glyma.04G157600/Glyma.04G157700/Glyma.06G207300/Glyma.07G245100/Glyma.14G006100	7	InterPro	Flower
IPR001781	Zinc finger, LIM-type	5/457	28/37487	2.0541841172140384e-5	3.1573570690512074e-4	2.2824267969044873e-4	Glyma.03G013900/Glyma.05G205800/Glyma.07G073600/Glyma.08G012700/Glyma.10G256600	5	InterPro	Flower
IPR017930	Myb domain	17/457	442/37487	3.696731761256057e-5	5.315202650068358e-4	3.8423151687241137e-4	Glyma.03G125000/Glyma.04G012600/Glyma.05G006100/Glyma.07G141100/Glyma.09G261600/Glyma.10G273000/Glyma.13G038500/Glyma.14G069100/Glyma.16G073000/Glyma.18G191200/Glyma.18G230600/Glyma.19G006500/Glyma.19G025000/Glyma.19G061300/Glyma.19G061600/Glyma.19G127950/Glyma.19G214900	17	InterPro	Flower
IPR016039	Thiolase-like	7/457	75/37487	3.71423799643331e-5	5.315202650068358e-4	3.8423151687241137e-4	Glyma.05G083000/Glyma.08G261100/Glyma.10G241700/Glyma.13G238600/Glyma.15G046300/Glyma.15G181500/Glyma.17G183700	7	InterPro	Flower
IPR008700	RIN4, pathogenic type III effector avirulence factor Avr cleavage site	4/457	19/37487	7.307375846790606e-5	0.001010853658806034	7.307375846790606e-4	Glyma.02G278700/Glyma.02G308200/Glyma.07G232600/Glyma.15G055400	4	InterPro	Flower
IPR004316	SWEET sugar transporter	5/457	42/37487	1.5453529159880228e-4	0.002068778903661385	0.0014955028219238932	Glyma.02G088400/Glyma.08G009900/Glyma.13G169700/Glyma.18G295100/Glyma.19G009900	5	InterPro	Flower
IPR044636	Transcription factor RADIALIS-like	4/457	23/37487	1.606195491583431e-4	0.002083034778147262	0.0015058082733594665	Glyma.03G125000/Glyma.04G012600/Glyma.06G309200/Glyma.19G127950	4	InterPro	Flower
IPR001117	Multicopper oxidase, type 1	6/457	75/37487	3.1444296876211443e-4	0.003954358546553864	0.002858572443291949	Glyma.07G225300/Glyma.07G225400/Glyma.11G164000/Glyma.14G041300/Glyma.18G057200/Glyma.20G172600	6	InterPro	Flower
IPR011706	Multicopper oxidase, C-terminal	6/457	76/37487	3.379250609767308e-4	0.003984642408365155	0.002880464391589269	Glyma.07G225300/Glyma.07G225400/Glyma.11G164000/Glyma.14G041300/Glyma.18G057200/Glyma.20G172600	6	InterPro	Flower
IPR002227	Tyrosinase copper-binding domain	3/457	12/37487	3.6485882293464076e-4	0.003984642408365155	0.002880464391589269	Glyma.07G193300/Glyma.07G193500/Glyma.13G183500	3	InterPro	Flower
IPR008922	Uncharacterised domain, di-copper centre	3/457	12/37487	3.6485882293464076e-4	0.003984642408365155	0.002880464391589269	Glyma.07G193300/Glyma.07G193500/Glyma.13G183500	3	InterPro	Flower
IPR009424	Arabinogalactan protein 16/20/22/41	3/457	12/37487	3.6485882293464076e-4	0.003984642408365155	0.002880464391589269	Glyma.04G238500/Glyma.13G041100/Glyma.14G161000	3	InterPro	Flower
IPR022739	Polyphenol oxidase, central domain	3/457	12/37487	3.6485882293464076e-4	0.003984642408365155	0.002880464391589269	Glyma.07G193300/Glyma.07G193500/Glyma.13G183500	3	InterPro	Flower
IPR011707	Multicopper oxidase, N-termianl	6/457	78/37487	3.88994877716189e-4	0.0041393044680056	0.002992268290124531	Glyma.07G225300/Glyma.07G225400/Glyma.11G164000/Glyma.14G041300/Glyma.18G057200/Glyma.20G172600	6	InterPro	Flower
IPR045087	Multicopper oxidase	6/457	80/37487	4.459020808342113e-4	0.004626234088654943	0.003344265606256585	Glyma.07G225300/Glyma.07G225400/Glyma.11G164000/Glyma.14G041300/Glyma.18G057200/Glyma.20G172600	6	InterPro	Flower
IPR022740	Polyphenol oxidase, C-terminal	3/457	13/37487	4.7003091375970286e-4	0.004757629980738455	0.003439250588485631	Glyma.07G193300/Glyma.07G193500/Glyma.13G183500	3	InterPro	Flower
IPR031330	Glycoside hydrolase 35, catalytic domain	4/457	32/37487	5.981383978837597e-4	0.005910177026708578	0.00427241712774114	Glyma.04G003900/Glyma.04G247300/Glyma.10G245900/Glyma.16G083700	4	InterPro	Flower
IPR015345	Cytokinin dehydrogenase 1, FAD/cytokinin binding domain	3/457	15/37487	7.343369991984409e-4	0.006926133060621659	0.005006843176353006	Glyma.03G133300/Glyma.09G063900/Glyma.17G054500	3	InterPro	Flower
IPR016170	Cytokinin dehydrogenase, C-terminal domain superfamily	3/457	15/37487	7.343369991984409e-4	0.006926133060621659	0.005006843176353006	Glyma.03G133300/Glyma.09G063900/Glyma.17G054500	3	InterPro	Flower
IPR001944	Glycoside hydrolase, family 35	4/457	36/37487	9.428782283987069e-4	0.00850640140837964	0.006149205837382871	Glyma.04G003900/Glyma.04G247300/Glyma.10G245900/Glyma.16G083700	4	InterPro	Flower
IPR027923	Hydrophobic seed protein domain	4/457	36/37487	9.428782283987069e-4	0.00850640140837964	0.006149205837382871	Glyma.09G084900/Glyma.15G119200/Glyma.15G119500/Glyma.20G208300	4	InterPro	Flower
IPR016164	FAD-linked oxidase-like, C-terminal	3/457	17/37487	0.0010777702035063904	0.009516481584152171	0.006879384277700365	Glyma.03G133300/Glyma.09G063900/Glyma.17G054500	3	InterPro	Flower
15.5.14	RNA biosynthesis.transcriptional regulation.transcription factor (MADS/AGL)	33/575	113/44548	2.501708874745276e-35	2.4766917859978233e-33	1.843364434022835e-33	Glyma.01G064100/Glyma.01G064200/Glyma.01G169600/Glyma.02G121500/Glyma.02G121600/Glyma.02G287700/Glyma.03G019400/Glyma.04G027200/Glyma.04G159300/Glyma.04G245500/Glyma.04G257100/Glyma.05G018900/Glyma.05G148800/Glyma.05G163200/Glyma.06G027200/Glyma.06G117600/Glyma.06G205800/Glyma.06G324400/Glyma.07G081300/Glyma.08G105500/Glyma.08G120600/Glyma.08G250700/Glyma.08G269800/Glyma.08G310100/Glyma.11G073700/Glyma.13G034100/Glyma.14G027251/Glyma.14G155100/Glyma.16G091300/Glyma.17G080900/Glyma.18G004700/Glyma.18G105800/Glyma.18G273500	33	MapMan	Flower
21.3.1.2.1	Cell wall organisation.pectin.homogalacturonan.modification and degradation.pectin methylesterase	19/575	75/44548	1.3949790652637046e-19	6.9051463730553375e-18	5.1393965562347015e-18	Glyma.01G066000/Glyma.01G066100/Glyma.01G111400/Glyma.02G008300/Glyma.03G223400/Glyma.03G234100/Glyma.07G024200/Glyma.07G024300/Glyma.07G024500/Glyma.07G024600/Glyma.07G026600/Glyma.07G245300/Glyma.09G076100/Glyma.10G137000/Glyma.15G183700/Glyma.17G028600/Glyma.17G044700/Glyma.19G220600/Glyma.19G231500	19	MapMan	Flower
21.9.5.2	Cell wall organisation.cutin and suberin.cutin polyester biosynthesis.cutin synthase (CD)	11/575	23/44548	1.7707095138866323e-15	5.843341395825887e-14	4.349111086739097e-14	Glyma.03G073752/Glyma.03G252600/Glyma.03G252800/Glyma.10G042500/Glyma.10G168400/Glyma.13G044500/Glyma.13G129900/Glyma.19G050900/Glyma.19G250100/Glyma.19G250400/Glyma.20G221200	11	MapMan	Flower
21.3.5.2	Cell wall organisation.pectin.modification and degradation.pectate lyase	6/575	24/44548	4.976680764995453e-7	1.2317284893363748e-5	9.167569830254783e-6	Glyma.01G042700/Glyma.02G020600/Glyma.08G296900/Glyma.13G064700/Glyma.18G255900/Glyma.19G020200	6	MapMan	Flower
5.1.6.1.4.1	Lipid metabolism.fatty acid biosynthesis.endoplasmic reticulum-localized fatty acid elongase (FAE) system.fatty acid elongation complex.condensing enzyme activities.3-ketoacyl-CoA synthase (KCS)	6/575	30/44548	2.0557388917144416e-6	4.0703630055945947e-5	3.0295099456844402e-5	Glyma.05G083000/Glyma.08G261100/Glyma.10G241700/Glyma.13G238600/Glyma.15G046300/Glyma.17G183700	6	MapMan	Flower
15.5.39	RNA biosynthesis.transcriptional regulation.transcription factor (LIM)	5/575	18/44548	2.6253013377686466e-6	4.331747207318267e-5	3.224054274452724e-5	Glyma.03G013900/Glyma.05G205800/Glyma.07G073600/Glyma.08G012700/Glyma.10G256600	5	MapMan	Flower
15.5.2.1	RNA biosynthesis.transcriptional regulation.MYB  transcription factor superfamily.transcription factor (MYB)	14/575	239/44548	3.320868867147191e-6	4.696657397822456e-5	3.4956514391023065e-5	Glyma.05G006100/Glyma.07G141100/Glyma.09G261600/Glyma.10G273000/Glyma.13G038500/Glyma.14G069100/Glyma.16G073000/Glyma.18G191200/Glyma.18G230600/Glyma.19G006500/Glyma.19G025000/Glyma.19G061300/Glyma.19G061600/Glyma.19G214900	14	MapMan	Flower
11.10.2.4.1	Phytohormone action.signalling peptides.CRP (cysteine-rich-peptide) category.RALF/RALFL-peptide activity.RALF/RALFL-precursor polypeptide	5/575	24/44548	1.2215766153236096e-5	1.511701061462967e-4	1.1251363562191143e-4	Glyma.07G198100/Glyma.12G206100/Glyma.13G178300/Glyma.15G075300/Glyma.16G090600	5	MapMan	Flower
50.1.10	Enzyme classification.EC_1 oxidoreductases.EC_1.10 oxidoreductase acting on diphenol or related substance as donor	6/575	58/44548	1.0322093104023452e-4	0.0011354302414425797	8.450836459434407e-4	Glyma.07G225300/Glyma.07G225400/Glyma.11G164000/Glyma.14G041300/Glyma.18G057200/Glyma.20G172600	6	MapMan	Flower
24.2.6.1	Solute transport.carrier-mediated transport.TOC superfamily.sugar efflux transporter (SWEET)	5/575	42/44548	2.0189813324712083e-4	0.0019987915191464964	0.0014876704555051008	Glyma.02G088400/Glyma.08G009900/Glyma.13G169700/Glyma.18G295100/Glyma.19G009900	5	MapMan	Flower
9.2.2.8.1	Secondary metabolism.phenolics.flavonoid biosynthesis.aurones.aureusidin synthase	3/575	12/44548	4.314917460547963e-4	0.0038834257144931663	0.0028903753324244726	Glyma.07G193300/Glyma.07G193500/Glyma.13G183500	3	MapMan	Flower
