BioProject	BioSample	Run	before_nreads	before_nbases	before_q20bases	before_q30bases	before_q20rate	before_q30rate	before_GCcontent	before_meanlength	after_nreads	after_nbases	after_q20bases	after_q30bases	after_q20rate	after_q30rate	after_GCcontent	after_meanlength	filter_n_passed	filter_n_lowquality	filter_n_too_many_N	filter_n_tooshort	filter_n_toolong	duplication_rate
PRJNA731525	SAMN19288381	SRR14607786	8896548	449256079	433863358	420922668	0.965737	0.936933	0.467256	50	8231814	415633856	410038222	400197880	0.986537	0.962862	0.465908	50	8231814	651430	128	13176	0	0.132542
PRJNA731525	SAMN19288380	SRR14607787	47316864	2389823212	2340743933	2282926882	0.979463	0.95527	0.45882	50	45641020	2305272543	2281079595	2231181730	0.989505	0.96786	0.458584	50	45641020	1675184	660	0	0	0.196719
PRJNA731525	SAMN19288379	SRR14607788	16435730	830066514	801189227	777615008	0.965211	0.93681	0.468723	50	15173636	766464783	756626646	738866038	0.987164	0.963992	0.467256	50	15173636	1261900	194	0	0	0.136916
PRJNA731525	SAMN19288378	SRR14607789	6939252	350196364	339525175	330213623	0.969528	0.942938	0.472449	50	6483084	327206050	323402777	316293337	0.988377	0.966649	0.470264	50	6483084	454238	86	1844	0	0.112782
PRJNA731525	SAMN19288377	SRR14607790	5866242	294997469	279424003	270376913	0.947208	0.91654	0.506566	50	5125920	258658039	255631662	250044972	0.9883	0.966701	0.504177	50	5125920	712926	70	27326	0	0.453682
PRJNA731525	SAMN19288376	SRR14607791	7392638	372657345	351974157	339429478	0.944498	0.910835	0.542362	50	6420124	323646869	318664491	311069453	0.984606	0.961138	0.540467	50	6420124	963374	76	9064	0	0.520493
PRJNA731525	SAMN19288367	SRR14607792	15187410	767129646	751870527	732854352	0.980109	0.95532	0.464658	50	14670298	740579722	732636093	715868567	0.989274	0.966633	0.463791	50	14670298	482502	234	34376	0	0.170347
PRJNA731525	SAMN19288366	SRR14607793	12943516	653664040	638760951	622612915	0.977201	0.952497	0.454634	50	12403762	626171396	619231878	605642943	0.988918	0.967216	0.454513	50	12403762	539590	164	0	0	0.097984
PRJNA730918	SAMN19245815	SRR14614666	33145544	4971831600	4838945797	4649218696	0.973272	0.935112	0.423452	150	32540072	4840314826	4730077680	4556655381	0.977225	0.941396	0.422861	148	32540072	445764	11976	147732	0	0.37479
PRJNA730918	SAMN19245814	SRR14614667	28300232	4245034800	4121484202	3940402078	0.970895	0.928238	0.430215	150	27764810	4147775878	4042369058	3874548842	0.974587	0.934127	0.430243	149	27764810	343760	9978	181684	0	0.407741
PRJNA730918	SAMN19245813	SRR14614668	33465942	5019891300	4907435523	4725523106	0.977598	0.94136	0.499568	150	32254582	4770043383	4676056385	4511096075	0.980296	0.945714	0.50066600000000006	148	32254582	277696	12268	921396	0	0.697977
PRJNA730918	SAMN19245812	SRR14614669	32934826	4940223900	4820262935	4628451518	0.975718	0.936891	0.525857	150	32563056	4821489952	4718816263	4540604287	0.978705	0.941743	0.526075	148	32563056	325878	12052	33840	0	0.696553
PRJNA730918	SAMN19245854	SRR14614671	24990980	3748647000	3643262295	3485815491	0.971887	0.929886	0.507082	150	24603530	3669107088	3582146707	3437707533	0.976299	0.936933	0.506994	149	24603530	378794	8656	0	0	0.582199
PRJNA730918	SAMN19245853	SRR14614672	27775834	4166375100	4065076071	3906016083	0.975687	0.937509	0.462849	150	27414872	4035925754	3948755897	3801423932	0.978402	0.941896	0.462474	148	27414872	245136	9084	106742	0	0.482664
PRJNA730918	SAMN19245852	SRR14614673	32103986	4815597900	4719937019	4559129387	0.980135	0.946742	0.511747	150	31688482	4627478204	4545622142	4397737639	0.982311	0.950353	0.512841	148	31688482	210580	11968	192956	0	0.634827
PRJNA730918	SAMN19245851	SRR14614674	35017472	5252620800	5124950388	4926464151	0.975694	0.937906	0.490965	150	34629818	5165238392	5056004146	4870753554	0.97885200000000006	0.942987	0.490758	149	34629818	375168	12486	0	0	0.595001
PRJNA730918	SAMN19245850	SRR14614675	33112028	4966804200	4830093370	4612126149	0.972475	0.92859	0.523359	150	32731378	4840319820	4723603625	4521287558	0.975887	0.934089	0.523481	147	32731378	369294	11356	0	0	0.678093
PRJNA730918	SAMN19245849	SRR14614676	25225064	3783759600	3645533405	3471920049	0.963469	0.917585	0.409765	150	24712290	3645307812	3539555836	3387452612	0.97099	0.929264	0.408282	147	24712290	503188	8666	920	0	0.222201
PRJNA730918	SAMN19245848	SRR14614677	33281416	4992212400	4875047846	4691770432	0.976531	0.939818	0.492513	150	32710946	4808973568	4712701929	4546890870	0.979981	0.945501	0.491268	147	32710946	361306	12088	197076	0	0.662979
PRJNA730918	SAMN19245846	SRR14614679	30959040	4643856000	4527687080	4347076294	0.974984	0.936092	0.509837	150	30554588	4510860476	4414756007	4249708994	0.978695	0.942106	0.509913	148	30554588	378390	11484	14578	0	0.672266
PRJNA730918	SAMN19245810	SRR14614680	36629014	5494352100	5387672765	5205581535	0.980584	0.947442	0.540774	150	36400048	5259131356	5168111867	5001305989	0.982693	0.950976	0.542167	144	36400048	213198	15358	410	0	0.611205
PRJNA730918	SAMN19245830	SRR14614681	21865314	3279797100	3169903959	3029694033	0.966494	0.923744	0.431883	150	21547554	3141821818	3060117041	2938605606	0.973994	0.935319	0.430058	145	21547554	305644	8006	4110	0	0.321742
PRJNA730918	SAMN19245829	SRR14614682	34822410	5223361500	5090213854	4896839765	0.974509	0.937488	0.432002	150	34385618	5088766777	4977697937	4800427379	0.978174	0.943338	0.430911	147	34385618	422656	13070	1066	0	0.347005
PRJNA730918	SAMN19245828	SRR14614683	35547658	5332148700	5194721269	4977025214	0.974227	0.9334	0.49231	150	35213950	5216386632	5097161175	4893635933	0.977144	0.938128	0.492227	148	35213950	320454	13254	0	0	0.482092
PRJNA730918	SAMN19245827	SRR14614684	30590842	4588626300	4477118850	4310641299	0.975699	0.939419	0.432711	150	30252396	4483456280	4389235148	4235204884	0.978985	0.944629	0.431665	148	30252396	327122	11324	0	0	0.332858
PRJNA730918	SAMN19245826	SRR14614685	40657636	6098645400	5943264184	5712298474	0.974522	0.93665	0.440794	150	39604572	5852826915	5724612225	5516149149	0.978094	0.942476	0.438593	147	39604572	492912	14270	545882	0	0.536752
PRJNA730918	SAMN19245808	SRR14614686	32818200	4922730000	4798784592	4604754609	0.974822	0.935407	0.524686	150	32393950	4778624862	4674964608	4496938914	0.978308	0.941053	0.5251	148	32393950	379800	11686	32764	0	0.627222
PRJNA730918	SAMN19245825	SRR14614687	28574608	4286191200	4161048030	3974778031	0.970803	0.927345	0.435833	150	28089184	4181227695	4074783442	3902811662	0.974542	0.933413	0.435154	149	28089184	353506	9632	122286	0	0.489961
PRJNA730918	SAMN19245824	SRR14614688	41270124	6190518600	6046072920	5821806402	0.976667	0.940439	0.469736	150	40440848	5974829214	5852856069	5647143091	0.979586	0.945156	0.468648	147	40440848	403606	14964	410706	0	0.475584
PRJNA730918	SAMN19245823	SRR14614689	32589864	4888479600	4776085369	4603156141	0.977008	0.941633	0.454763	150	32265164	4755601215	4660112137	4500365974	0.979921	0.94633	0.453638	147	32265164	311726	12426	548	0	0.479842
PRJNA730918	SAMN19245822	SRR14614690	25482258	3822338700	3721529859	3576035994	0.973626	0.935562	0.445102	150	25145444	3725079535	3641898653	3508797978	0.97767	0.941939	0.444411	148	25145444	326926	9370	518	0	0.369634
PRJNA730918	SAMN19245821	SRR14614691	33528398	5029259700	4905757785	4720760927	0.975443	0.938659	0.457558	150	33136424	4903016584	4799105300	4628738345	0.978807	0.944059	0.456816	147	33136424	378762	12676	536	0	0.427509
PRJNA730918	SAMN19245820	SRR14614692	27306050	4095907500	3982813652	3815346500	0.972389	0.931502	0.430671	150	26821158	3987237118	3891144330	3736395143	0.9759	0.937089	0.430153	148	26821158	323168	8662	153062	0	0.406731
PRJNA730918	SAMN19245819	SRR14614693	37801710	5670256500	5542902693	5343125114	0.97754	0.942307	0.466635	150	37455286	5543975936	5434581239	5248556521	0.980268	0.946713	0.465938	148	37455286	331786	14064	574	0	0.524987
PRJNA730918	SAMN19245818	SRR14614694	29477348	4421602200	4303605449	4134799606	0.973314	0.935136	0.428759	150	29074542	4316180484	4218185855	4063547950	0.977296	0.941468	0.427886	148	29074542	391444	10754	608	0	0.37722
PRJNA730918	SAMN19245817	SRR14614695	34365398	5154809700	4975944907	4738144340	0.965301	0.91917	0.417859	150	33824642	4986150514	4842708311	4629216592	0.971232	0.928415	0.416764	147	33824642	528180	11680	896	0	0.240013
PRJNA730918	SAMN19245816	SRR14614696	41293336	6194000400	6050692299	5824704764	0.976863	0.940378	0.484467	150	40246786	5938175664	5817557519	5611366989	0.979688	0.944965	0.483423	146	40246786	392766	15100	638684	0	0.545086
PRJNA730918	SAMN19245845	SRR14614697	33099640	4964946000	4850116820	4675648464	0.976872	0.941732	0.442864	150	32767516	4838886376	4741229371	4579705050	0.979818	0.946438	0.441738	147	32767516	319084	13040	0	0	0.413355
PRJNA730918	SAMN19245844	SRR14614698	28494092	4274113800	4157544507	3994866425	0.972727	0.934665	0.435065	150	28129022	4137169842	4042264195	3894843374	0.97706	0.941427	0.433819	147	28129022	353640	10832	598	0	0.301637
PRJNA730918	SAMN19245843	SRR14614699	29680156	4452023400	4341835934	4179146774	0.97525	0.938707	0.444082	150	29306452	4344858828	4253092787	4103753712	0.978879	0.944508	0.443353	148	29306452	361972	11418	314	0	0.448722
PRJNA730918	SAMN19245842	SRR14614700	28386002	4257900300	4155897740	3993573666	0.976044	0.937921	0.479179	150	28136554	4147099700	4058492616	3906821274	0.978634	0.942061	0.478539	147	28136554	239042	9824	582	0	0.441231
PRJNA730918	SAMN19245841	SRR14614701	26500926	3975138900	3885313057	3743306870	0.977403	0.94168	0.487467	150	26255840	3877277736	3800288064	3668230578	0.980143	0.946084	0.486981	147	26255840	234656	9866	564	0	0.464421
PRJNA730918	SAMN19245840	SRR14614702	23493388	3524008200	3387934027	3220944676	0.961387	0.914	0.405079	150	22698416	3369055119	3267006219	3122877480	0.96971	0.92693	0.404543	148	22698416	603964	7706	183302	0	0.242372
PRJNA730918	SAMN19245839	SRR14614703	20541958	3081293700	2985289694	2849739644	0.968843	0.924852	0.425571	150	20128272	2992463269	2913165343	2789665585	0.973501	0.932231	0.425137	148	20128272	313524	7308	92854	0	0.339573
PRJNA730918	SAMN19245838	SRR14614704	26720178	4008026700	3912548248	3766486306	0.976178	0.939736	0.453547	150	26440802	3913882582	3832759806	3697538644	0.979273	0.944724	0.452726	148	26440802	268562	10240	574	0	0.448266
PRJNA730918	SAMN19245837	SRR14614705	27318596	4097789400	3980973052	3816946044	0.971493	0.931465	0.438085	150	26764110	3987386194	3892243588	3743368017	0.976139	0.938802	0.437824	148	26764110	431540	9836	113110	0	0.318525
PRJNA730918	SAMN19245836	SRR14614706	24419940	3662991000	3565109263	3415277118	0.973278	0.932374	0.463164	150	24156092	3572145268	3488514324	3349750762	0.976588	0.937742	0.462543	147	24156092	254122	9194	532	0	0.416103
PRJNA730918	SAMN19245809	SRR14614707	32548810	4882321500	4748445020	4536267371	0.972579	0.929121	0.522157	150	32184274	4772092561	4656534145	4458442278	0.975785	0.934274	0.522251	148	32184274	353402	10784	350	0	0.567586
PRJNA730918	SAMN19245835	SRR14614708	23833938	3575090700	3496477343	3365899201	0.978011	0.941486	0.542484	150	23647696	3503200820	3434530079	3311891137	0.980398	0.94539	0.542857	148	23647696	176954	9288	0	0	0.59964
PRJNA730918	SAMN19245834	SRR14614709	6503480	975522000	933533299	888984130	0.956958	0.911291	0.322993	150	6371036	916466347	890521349	855429840	0.97169	0.9334	0.315387	143	6371036	118910	2568	10966	0	0.384605
PRJNA730918	SAMN19245833	SRR14614710	21853474	3278021100	3171278650	3032638524	0.967437	0.925143	0.416481	150	21492524	3181455310	3099478384	2976830907	0.974233	0.935682	0.415495	148	21492524	352904	8046	0	0	0.34103
PRJNA730918	SAMN19245832	SRR14614711	28392332	4258849800	4114885558	3924646333	0.966196	0.921527	0.44449	150	27732804	4150202186	4037329981	3867487586	0.972803	0.931879	0.444696	149	27732804	649902	9626	0	0	0.354868
PRJNA730918	SAMN19245831	SRR14614712	21698946	3254841900	3153775652	3007014492	0.968949	0.923859	0.466054	150	21323794	3146285305	3063862024	2930933002	0.973803	0.931553	0.465687	148	21323794	352118	6880	16154	0	0.438993
PRJNA730918	SAMN19245807	SRR14614713	37321646	5598246900	5468255165	5261924014	0.97678	0.939924	0.508841	150	36958062	5443165301	5332294769	5141453073	0.979631	0.94457	0.508651	147	36958062	348380	13888	1316	0	0.565564
PRJNA730918	SAMN19245806	SRR14614714	28316074	4247411100	4144988520	3980531010	0.975886	0.937166	0.48229	150	28079626	4104682691	4016721588	3864866357	0.978571	0.941575	0.481755	146	28079626	224714	10774	960	0	0.464141
PRJNA731151	SAMN19271399	SRR14615425	22493404	3374010600	3310886449	3212011821	0.981291	0.951986	0.515082	150	22219064	3267393115	3218499729	3129679476	0.985036	0.957852	0.51508	147	22219064	268282	4848	1210	0	0.547519
PRJNA731151	SAMN19271398	SRR14615426	114596554	17189483100	16817898523	16265237261	0.978383	0.946232	0.530713	150	112260630	16585629862	16308503794	15819730128	0.983291	0.953821	0.530846	148	112260630	1831844	24514	479566	0	0.73312600000000006
PRJNA731151	SAMN19271397	SRR14615427	17173654	2576048100	2519475050	2431099823	0.978039	0.943732	0.530815	150	16758506	2474276258	2430689916	2351971210	0.982384	0.950569	0.531022	147	16758506	244126	3326	167696	0	0.605577
PRJNA731151	SAMN19271396	SRR14615428	23414628	3512194200	3443412560	3337821685	0.980416	0.950352	0.509742	150	23121698	3397299235	3343710825	3248886377	0.984226	0.956314	0.509528	146	23121698	286606	5052	1272	0	0.563458
PRJNA731151	SAMN19271395	SRR14615429	25215564	3782334600	3702234417	3582531536	0.978823	0.947175	0.512257	150	24827802	3650288384	3590586686	3484873478	0.983645	0.954684	0.51201	147	24827802	380578	5302	1882	0	0.58086
PRJNA731151	SAMN19271394	SRR14615430	20073874	3011081100	2926339419	2816355165	0.971857	0.93533	0.455751	150	19661680	2913200440	2853597244	2758623375	0.97954	0.946939	0.45541	148	19661680	408080	4114	0	0	0.368328
PRJNA731151	SAMN19271393	SRR14615431	26580830	3987124500	3903927748	3777645917	0.979134	0.947461	0.506023	150	26195108	3855761415	3792805738	3680578995	0.983672	0.954566	0.505767	147	26195108	378670	5624	1428	0	0.55336
PRJNA731151	SAMN19271392	SRR14615432	21054818	3158222700	3081318222	2968303661	0.975649	0.939865	0.529789	150	20472460	3018516460	2961652831	2862978104	0.981162	0.948472	0.530003	147	20472460	384326	4372	193660	0	0.575746
PRJNA731151	SAMN19271391	SRR14615433	20769196	3115379400	3049304621	2950003927	0.978791	0.946916	0.497509	150	20481620	3011069629	2961038595	2872887677	0.983384	0.954109	0.497098	147	20481620	282076	4524	976	0	0.523049
PRJNA731151	SAMN19271364	SRR14615434	42063434	6309515100	6189002267	5999364728	0.9809	0.950844	0.507354	150	41588156	6140655177	6045167301	5872837000	0.98445	0.956386	0.507328	147	41588156	462994	9138	3146	0	0.571505
PRJNA731151	SAMN19271390	SRR14615435	18848812	2827321800	2767972400	2675720296	0.979009	0.94638	0.531914	150	18284006	2701897873	2656758513	2575173123	0.983293	0.953098	0.531802	147	18284006	277536	3980	283290	0	0.595573
PRJNA731151	SAMN19271389	SRR14615436	24012926	3601938900	3528941345	3419641399	0.979734	0.949389	0.495527	150	23664528	3489311018	3434098104	3336910692	0.984177	0.956324	0.49525	147	23664528	340884	5394	2120	0	0.516301
PRJNA731151	SAMN19271388	SRR14615437	22781536	3417230400	3350628371	3248548897	0.98051	0.950638	0.497276	150	22369456	3288573150	3238007670	3147562370	0.984624	0.957121	0.495989	148	22369456	291252	4918	115910	0	0.568155
PRJNA731151	SAMN19271387	SRR14615438	10847476	1627121400	1578168573	1530504087	0.969914	0.940621	0.193178	150	10664316	1524792535	1494215122	1456660651	0.979947	0.955317	0.177795	142	10664316	119132	2754	61274	0	0.594877
PRJNA731151	SAMN19271386	SRR14615439	22539580	3380937000	3298684618	3173354964	0.975672	0.938602	0.53134	150	21907818	3244289632	3181791854	3070852576	0.980736	0.946541	0.531169	148	21907818	374400	4388	252974	0	0.593176
PRJNA731151	SAMN19271385	SRR14615440	22233914	3335087100	3271003526	3172205764	0.980785	0.951161	0.49882	150	21956278	3235747558	3186307482	3097712928	0.984721	0.957341	0.498535	147	21956278	271196	4952	1488	0	0.568715
PRJNA731151	SAMN19271370	SRR14615441	5020696	753104400	727227208	698899973	0.965639	0.928025	0.551179	150	4783064	696790436	684177587	661863254	0.981899	0.949874	0.55767	145	4783064	80750	990	155892	0	0.447803
PRJNA731151	SAMN19271369	SRR14615442	19463258	2919488700	2860857674	2771571647	0.979917	0.949335	0.522586	150	19219212	2808498802	2764505769	2685626338	0.984336	0.95625	0.522681	146	19219212	239816	4230	0	0	0.633296
PRJNA731151	SAMN19271367	SRR14615443	22467454	3370118100	3305102554	3205358912	0.980708	0.951112	0.538454	150	22187290	3250662602	3202620750	3114263723	0.985221	0.95804	0.539246	146	22187290	275264	4900	0	0	0.702567
PRJNA731151	SAMN19271366	SRR14615444	21844484	3276672600	3214821787	3118433890	0.981124	0.951708	0.503942	150	21575506	3193182835	3144653137	3057364853	0.984802	0.957466	0.503877	147	21575506	262250	4786	1942	0	0.533359
PRJNA731151	SAMN19271410	SRR14615445	20741018	3111152700	3028976312	2928292414	0.973587	0.941224	0.510786	150	20307528	2883963266	2837956815	2758451054	0.984047	0.956479	0.512921	142	20307528	269086	4450	159954	0	0.588319
PRJNA731151	SAMN19271409	SRR14615446	21328546	3199281900	3135319125	3044623150	0.980007	0.951658	0.536541	150	21096296	2978488946	2937550227	2863964515	0.986255	0.961549	0.537523	141	21096296	227516	4734	0	0	0.720574
PRJNA731151	SAMN19271408	SRR14615447	21044612	3156691800	3093286801	2994729574	0.979914	0.948692	0.526101	150	20767576	3075187617	3025772119	2936753491	0.983931	0.954984	0.526364	148	20767576	271574	4412	1050	0	0.597392
PRJNA731151	SAMN19271407	SRR14615448	21053216	3157982400	3078722871	2970440648	0.974902	0.940613	0.531157	150	20724730	3003267963	2950710422	2859855706	0.9825	0.952248	0.531099	144	20724730	320908	4482	3096	0	0.630925
PRJNA731151	SAMN19271406	SRR14615449	17173562	2576034300	2509615406	2417381392	0.974217	0.938412	0.457648	150	16832740	2517018064	2466632303	2384172297	0.979982	0.947221	0.457785	149	16832740	337406	3416	0	0	0.284078
PRJNA731151	SAMN19271405	SRR14615450	21629810	3244471500	3184986359	3092694039	0.981666	0.95322	0.503878	150	21357916	3116987017	3072134648	2990450831	0.98561	0.959404	0.503484	145	21357916	265676	4614	1604	0	0.620228
PRJNA731151	SAMN19271404	SRR14615451	783890	117583500	110317521	105654535	0.938206	0.898549	0.492137	150	680470	92035421	90762400	88468629	0.986168	0.961245	0.503305	135	680470	15196	180	88044	0	0.300068
PRJNA731151	SAMN19271403	SRR14615452	24150602	3622590300	3532258865	3400820100	0.975064	0.938781	0.528984	150	23684424	3483198022	3417225845	3302370938	0.98106	0.948086	0.52904	147	23684424	460078	4844	1256	0	0.588036
PRJNA731151	SAMN19271402	SRR14615453	21909758	3286463700	3219321442	3116625120	0.97957	0.948322	0.511867	150	21626402	3176460908	3125519886	3034076404	0.983963	0.955175	0.511569	146	21626402	277010	4564	1782	0	0.565927
PRJNA731151	SAMN19271368	SRR14615454	24932192	3739828800	3665748220	3564832848	0.980191	0.953207	0.538738	150	24577896	3430202746	3381121283	3299349759	0.985691	0.961853	0.540796	139	24577896	348790	5506	0	0	0.788812
PRJNA731151	SAMN19271401	SRR14615455	44253374	6638006100	6464651722	6223792044	0.973885	0.9376	0.461122	150	43330702	6476618658	6345661726	6131191755	0.97978	0.946666	0.461089	149	43330702	913452	9220	0	0	0.414061
PRJNA731151	SAMN19271365	SRR14615456	21691994	3253799100	3184077693	3081924524	0.978572	0.947177	0.483779	150	21329650	3130500217	3078693461	2989047857	0.983451	0.954815	0.483299	146	21329650	356650	4698	996	0	0.57186
PRJNA731151	SAMN19271400	SRR14615457	25274400	3791160000	3720689276	3611146716	0.981412	0.952518	0.512954	150	24957568	3665531863	3611265686	3513221732	0.985196	0.958448	0.512788	146	24957568	310116	5406	1310	0	0.573559
PRJNA731151	SAMN19271384	SRR14615458	22179540	3326931000	3257037051	3152423640	0.978991	0.947547	0.501582	150	21843990	3228295641	3175392275	3082280811	0.983613	0.95477	0.501341	147	21843990	328640	4910	2000	0	0.582426
PRJNA731151	SAMN19271383	SRR14615459	18979632	2846944800	2766279068	2652997077	0.971666	0.931875	0.503419	150	18471984	2765881173	2706412411	2606429042	0.978499	0.94235	0.504005	149	18471984	446380	4014	57254	0	0.477682
PRJNA731151	SAMN19271382	SRR14615460	21440154	3216023100	3139947142	3024726195	0.976345	0.940518	0.531205	150	20779986	3067585182	3010623932	2909546208	0.981431	0.948481	0.53097	147	20779986	373028	4354	282786	0	0.595468
PRJNA731151	SAMN19271381	SRR14615461	21817412	3272611800	3162736369	3017150601	0.966426	0.92194	0.508458	150	20467880	3027866084	2955320538	2837173544	0.976041	0.937021	0.507045	147	20467880	688470	4006	657056	0	0.563615
PRJNA731151	SAMN19271363	SRR14615462	23352874	3502931100	3438750484	3335582144	0.981678	0.952226	0.529105	150	23087768	3363512392	3313315904	3221017433	0.985076	0.957635	0.529422	145	23087768	260216	4890	0	0	0.766942
PRJNA731151	SAMN19271380	SRR14615463	24768822	3715323300	3634439891	3511311445	0.97823	0.945089	0.501633	150	24197574	3544945692	3483730172	3375594225	0.982732	0.952227	0.499755	148	24197574	368442	5022	197784	0	0.595615
PRJNA731151	SAMN19271379	SRR14615464	1402742	210411300	194776315	185394582	0.925693	0.881106	0.492539	150	1167036	163872548	161357304	156899261	0.984651	0.957447	0.509971	140	1167036	30052	244	205410	0	0.279021
PRJNA731151	SAMN19271378	SRR14615465	24322954	3648443100	3552447124	3414454910	0.973689	0.935866	0.534466	150	23446756	3468354727	3399986562	3281622141	0.980288	0.946161	0.534298	147	23446756	554630	4880	316688	0	0.594399
PRJNA731151	SAMN19271377	SRR14615466	36759442	5513916300	5407594228	5248238587	0.980718	0.951817	0.521659	150	36308738	5243009876	5164933814	5026574124	0.985109	0.958719	0.521785	144	36308738	442770	7934	0	0	0.713413
PRJNA731151	SAMN19271376	SRR14615467	20956900	3143535000	3063144931	2948363146	0.974427	0.937913	0.528842	150	20509226	3044644400	2986426539	2885954341	0.980879	0.947879	0.528968	148	20509226	443232	4442	0	0	0.591639
PRJNA731151	SAMN19271375	SRR14615468	4559290	683893500	666704721	646445802	0.974866	0.94524300000000006	0.523104	150	4411492	641754520	632840698	616367190	0.98611	0.960441	0.52663	145	4411492	44068	972	102758	0	0.473393
PRJNA731151	SAMN19271374	SRR14615469	20922200	3138330000	3073990864	2973990420	0.979499	0.947635	0.524188	150	20640138	3064926300	3014247842	2923383446	0.983465	0.953819	0.524241	148	20640138	277566	4496	0	0	0.617976
PRJNA731151	SAMN19271373	SRR14615470	5795822	869373300	838373489	807066728	0.964342	0.928332	0.508995	150	5491464	792932293	779555918	756251626	0.98313	0.95374	0.513115	144	5491464	99788	1288	203282	0	0.497584
PRJNA731151	SAMN19271372	SRR14615471	23664924	3549738600	3473983878	3359538347	0.978659	0.946419	0.500767	150	23313760	3436206750	3378806111	3276835068	0.983295	0.95362	0.500523	147	23313760	344236	4998	1930	0	0.576496
PRJNA731151	SAMN19271371	SRR14615472	23809262	3571389300	3497190533	3384397022	0.979224	0.947642	0.506537	150	23467558	3462033915	3405589029	3304910823	0.983696	0.954615	0.506253	147	23467558	335668	4864	1172	0	0.563005
PRJNA731151	SAMN19271362	SRR14615473	24454922	3668238300	3592368575	3474700743	0.979317	0.94724	0.530321	150	24096300	3552030362	3493713109	3388418372	0.983582	0.953938	0.530482	147	24096300	351746	5230	1646	0	0.726763
PRJNA731151	SAMN19271361	SRR14615474	20209790	3031468500	2964610787	2861400199	0.977945	0.943899	0.529646	150	19892928	2916129635	2865245699	2773527087	0.982551	0.951099	0.530099	146	19892928	311816	4190	856	0	0.693427
PRJNA730888	SAMN19243699	SRR14615481	19204196	2863892778	2745823013	2584895217	0.958773	0.902581	0.452798	149	18799738	2802335410	2703182483	2554624306	0.964618	0.911605	0.452669	149	18799738	400276	4182	0	0	0.254398
PRJNA730888	SAMN19243698	SRR14615482	20530782	3058299580	2903492216	2699167092	0.949381	0.882571	0.447443	148	20019880	2980872413	2851363310	2663407346	0.956553	0.893499	0.447554	148	20019880	506450	4452	0	0	0.243129
PRJNA730888	SAMN19243764	SRR14615483	19819070	2953630949	2801197584	2600661266	0.948391	0.880496	0.449587	149	19231420	2852925913	2726670208	2544289943	0.955745	0.891818	0.449237	147	19231420	494806	4182	88662	0	0.272493
PRJNA730888	SAMN19243763	SRR14615484	19439452	2894121237	2763634956	2592116536	0.954913	0.895649	0.435586	148	18949678	2819754407	2712122754	2555407864	0.961829	0.906252	0.435488	148	18949678	485682	4092	0	0	0.278974
PRJNA730888	SAMN19243762	SRR14615485	25567078	3813269743	3657933823	3446213962	0.959264	0.903743	0.442124	149	24960112	3708866729	3578524962	3384060050	0.964857	0.912424	0.441577	148	24960112	508614	5594	92758	0	0.320053
PRJNA730888	SAMN19243761	SRR14615486	19879288	2954912788	2827614880	2659149501	0.95692	0.899908	0.433846	148	19420548	2885133259	2779334554	2624741743	0.96333	0.909747	0.433915	148	19420548	454532	4208	0	0	0.310364
PRJNA730888	SAMN19243760	SRR14615487	21025346	3131723919	2996364969	2818571593	0.956778	0.900006	0.432279	148	20489758	3050315577	2938589647	2776248470	0.963372	0.910151	0.432345	148	20489758	501150	4476	29962	0	0.290621
PRJNA730888	SAMN19243697	SRR14615488	23024348	3420937560	3285702380	3099011737	0.960468	0.905895	0.447883	148	22521122	3343919149	3230184291	3057781930	0.965988	0.914431	0.447897	148	22521122	445430	5356	52440	0	0.302894
PRJNA730888	SAMN19243759	SRR14615489	19911024	2966035546	2840588128	2667720123	0.957705	0.899423	0.441842	148	19481546	2893843424	2786353002	2625898263	0.962855	0.907409	0.441446	148	19481546	358610	3944	66924	0	0.300958
PRJNA730888	SAMN19243758	SRR14615490	20774916	3092906870	2970930309	2802664215	0.960562	0.906159	0.438012	148	20357454	3029483535	2925610047	2769376370	0.965712	0.914141	0.437975	148	20357454	380638	4454	32370	0	0.311881
PRJNA730888	SAMN19243757	SRR14615491	20839788	3106264084	2973862429	2797233175	0.957376	0.900514	0.434226	149	20332276	3029396720	2919142769	2757136421	0.963605	0.910127	0.434191	148	20332276	469520	4492	33500	0	0.303386
PRJNA730888	SAMN19243756	SRR14615492	21785712	3244246576	3091493069	2886065051	0.952916	0.889595	0.433585	148	21280410	3167501207	3037718747	2847461459	0.959027	0.898961	0.433821	148	21280410	456656	4448	44198	0	0.291553
PRJNA730888	SAMN19243755	SRR14615493	23274078	3467416913	3325907634	3129811491	0.959189	0.902635	0.445998	148	22733660	3373608139	3253883981	3073002071	0.964512	0.910895	0.44556	147	22733660	440138	4826	95454	0	0.33464699999999997
PRJNA730888	SAMN19243754	SRR14615494	21340820	3177286661	3029733995	2841189706	0.95356	0.894219	0.425535	148	20688818	3078222585	2959024338	2788930488	0.961277	0.90602	0.4256	148	20688818	595858	4454	51690	0	0.293928
PRJNA730888	SAMN19243753	SRR14615495	19735494	2940937708	2801412769	2614934072	0.952558	0.88915	0.430367	148	19264096	2869139342	2750995547	2578531119	0.958823	0.898712	0.430723	148	19264096	421702	4110	45586	0	0.313276
PRJNA730888	SAMN19243752	SRR14615496	18968550	2821409152	2696475879	2532210679	0.95572	0.897499	0.429739	148	18461938	2744041043	2641319838	2491612557	0.962566	0.908008	0.42985	148	18461938	462728	4062	39822	0	0.298938
